name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines 
Con Ong Vàng - Chuối Chiên Sài Gòn & Xôi Dừa,10.000đ - 20.000đ,6.6                        ,Ăn vặt/vỉa hè,"106 A1 Ngách 8 Ngõ 105 Láng Hạ, P. Láng Hạ, Quận Đống Đa, Hà Nội",10,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 10:00 - 19:00,0,0,0,"Bánh Chuối Chiên-13,000|Khoai Lang  Chiên 1 Lạng-12,000|Bánh Tiêu 1 Cái-7,000"
Cha Go Tea & Caf'e - Trần Hưng Đạo,30.000đ - 60.000đ,5.9                        ,Café/Dessert,"68B Trần Hưng Đạo, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",5,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:30 - 22:30,1,0,1,"Trà Sữa Chago-35,000|Trà Sữa Thiết Quan Âm-35,000|Trà Xanh Sữa Chago-35,000|Trà Sữa Pudding-40,000|Trà Sữa Thạch Dừa-40,000|Trà Sữa Tổ Ong-45,000|Trà Sữa Trân Châu Chago-45,000|Trà Sữa Sợi QQ-45,000|Trà Sữa Kem Cheese-42,000|Trà Sữa Kem-53,000"
Bún Chả Nem - Cửa Đông,20.000đ - 30.000đ,6.5                        ,Quán ăn,"41 Cửa Đông, P. Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",29,"Bún, Món nước, Ăn vặt - Ăn nhẹ, Nem", 10:30 - 20:00,0,0,0,"Bún Chả Nhỏ-70,000|Nem Tôm-15,000"
Cháo Sườn Cô Là,15.000đ - 25.000đ,7.2                        ,Ăn vặt/vỉa hè,"2A Lý Quốc Sư, Quận Hoàn Kiếm, Hà Nội",49,"Cháo, Ăn vặt - Ăn nhẹ", 06:30 - 10:00 | 14:00 - 18:30,0,0,0,"Cháo sườn Quẩy Ruốc-35,000|Cháo Sườn Sụn quẩy ruốc-40,000|Cháo sườn Quẩy-30,000|Cháo trắng-25,000|Cháo Sườn Sụn Quẩy-35,000|Cháo sườn Ruốc-30,000|Chè Sắn Nóng (hộp to)-35,000|Chè sắn cốc nhỏ-15,000|Quẩy ăn thêm-5,000|Ruốc thịt ăn thêm-5,000"
Lan Hương - Lươn Các Món,40.000đ - 50.000đ,7.7                        ,Quán ăn,"Hẻm 119/1/6 Nam Đồng, P. Nam Đồng, Quận Đống Đa, Hà Nội",3,"Cháo, Đặc sản vùng", 06:00 - 14:00,0,0,0,"Miến Lươn Trộn-45,000|Miến Lươn-45,000|Cháo Lươn-40,000"
Quang Minh - Xôi & Bánh Đa Cá Rô Đồng,15.000đ - 35.000đ,7.4                        ,Quán ăn,"120 Võ Chí Công, P. Xuân La, Quận Tây Hồ, Hà Nội",7,"Bánh Đa Cua, Xôi, Thịt Heo, Hải sản, Món nước, Cá, Ăn vặt - Ăn nhẹ, Cơm", 07:15 - 22:00,0,0,0,"Bánh Đa Cá Rô Đặc Biệt-55,000|Bánh Đa Cá Rô Thường-45,000|Xôi Cá-33,000|Quẩy-7,000|Xôi xéo-23,000|Xôi Gà-45,000|Xôi Sườn-45,000"
TukTuk Thai Bistro - Triệu Việt Vương,100.000đ - 500.000đ,7.4                        ,Nhà hàng,"31 Triệu Việt Vương, P. Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",14,"Hải sản, Lẩu", 10:00 - 22:30,0,0,1,"Đậu Hủ Chiên Sả Sốt Me-82,500|Gà Bọc Lá Dứa Chiên-132,000|Cánh Gà Chiên Với Sả Sợi-176,000|Chả Cá Thái-143,000|Lạp Thái Heo-99,000|Tôm tái khổ qua và sốt ớt chua cay-242,000|Nghêu Xào Với Rau Quế Và Sa Tế Thái-143,000|Há Cảo Thái-82,500|Lạp Thái bò-143,000|Heo thả thính-121,000"
Yutang - Trà Sữa & Mỳ Đài Loan - Big C Thăng Long,200.000đ - 400.000đ,8.8                        ,Nhà hàng,"Gian 40, Tầng 1, TTTM Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",44,"Trà, Thức uống, Trà sữa",,1,0,1,"Combo Dương Minh (1 Cơm + 1 Trà)-155,000|Combo Cát Bối (1 Mỳ + 1 Trà)-160,000|Dâu Tây Maccadamia Thạch Matcha-65,000|Matcha Maccadamia thạch dâu-65,000|Cocoa Maccadamia trân châu đen-65,000|Trà Collagen nho lựu trân châu đen size M-60,000|Trà Collagen cam dứa nha đam size M-60,000|Trà Collagen táo quế trân châu trong size M	-60,000|Trà lê hoa cúc trân châu trong – Love, Daisy-65,000|Trà Sữa Trân Châu Nghệ Nhân-60,000"
Bánh Cốm Nguyên Ninh - Hàng Than,20.000đ - 50.000đ,6.1                        ,Tiệm bánh,"11 Dốc Hàng Than, Quận Ba Đình, Hà Nội",28,Bánh - Kẹo, 09:00 - 21:00,0,0,0,
Xôi Nóng Anh Tùng - Mai Hắc Đế,20.000đ - 30.000đ,5.5                        ,Quán ăn,"75 Mai Hắc Đế, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",24,Xôi, 06:00 - 13:00 | 16:00 - 23:00,0,0,0,"Xôi Thịt Kho-30,000|Xôi Sườn-40,000|Xôi Pate-25,000|Xôi Lạp Xưởng Rán-35,000|Xôi Gà Xé-40,000|Xôi Gà Cay-55,000|Xôi Chả-30,000|Xôi Lạp Xưởng Hấp-28,000|Xôi Ruốc-25,000|Xôi Giò-30,000"
TeaTaste - Ngõ Trạm,15.000đ - 35.000đ,6.9                        ,Café/Dessert,"31A Ngõ Trạm, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",9,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 11:00 - 23:30,0,0,0,"Oolong Tấm Trân Châu-50,000|Oolong Tấm Trân Châu Kem Dừa-65,000|Oolong Tấm Trân Châu Pudding Đậu Nành-60,000|Cafe Kem Dừa TeaTaste-45,000|Cafe Kem Muối Hanoi -40,000|Nâu Truyền Thống-35,000|Nâu Sáng Tạo-40,000|Cafe Kem caramel-45,000|Sữa Tươi Trân Châu Kem Cheese-58,000|Sữa Tươi Trân Châu Đường Đen-42,000"
Highlands Coffee - BT5 Văn Quán,20.000đ - 100.000đ,4.4                        ,Café/Dessert,"BT5 Khu Đô Thị Mới Văn Quán, P. Văn Quán, Quận Hà Đông, Hà Nội",5,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa", 07:00 - 23:00,1,0,1,"Trà Sen Vàng (Củ Năng)-1|Phin Sữa Đá - Coffee-22,500|Trà Sen Vàng (Củ Năng)-1|Trà Thạch Đào-45,000|Trà Sen Vàng (Sen)-45,000|Trà Thanh Đào-45,000|Trà Thạch Vải-45,000|Trà Xanh Đậu Đỏ-45,000|Phin Sữa Đá - Coffee-22,500|Bạc Xỉu-29,000"
Paris Baguette - Hoàng Đạo Thúy,100.000đ - 300.000đ,7.5                        ,"Café/Dessert, Tiệm bánh","Tầng 1, 17T5 Hoàng Đạo Thuý, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",143,"Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép", 06:30 - 22:30,1,0,1,"B.E.L.T Sandwich-95,000|Egg Bacon Cheese Holic-55,000|Ham & Cheese Pastry Wrap Sandwich-100,000|Hawaiian salad-110,000|Oriental chicken salad-110,000|Pad Thai Salad-110,000|Cranberry Chicken Pastry Sandwich-115,000|Chili Mayo Chicken Sandwich-95,000|Ham & Cheese Croissant Sandwich-75,000|Spicy Chicken and Avocado Salad-105,000"
Starbucks Coffee - Nhà Thờ,60.000đ - 150.000đ,7.6                        ,Café/Dessert,"Asia Tower, 6 Nhà Thờ, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",62,"Bánh - Kẹo, Café - Kem, Thức uống", 07:00 - 23:00,1,0,1,"Ham & Cheese Croissant-75,000|Bacon and Egg Sandwich-75,000|Ham and Cheese Panini-85,000|Chicken Fajitas Panini-70,000|Bacon, Egg & Cheese Croissant Bun-93,000|Honey Ham Bagel-77,000|Figaro Club Panini-80,000|Mon Trio Forest Cake-73,000|Chocolate Tart-80,000|Mon Yogurt Fruit Cup-70,000"
Nhà Hàng Nhất Ly 79,200.000đ - 500.000đ,5.0                        ,Nhà hàng,"79 Ngõ 286 Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",1,"Đặc sản rừng, Đặc sản vùng", 10:00 - 23:00,0,0,1,"Gà Rang Muối-210,000|gà chiên mắm-210,000|mẹt gà 7 món-375,000|gà không lối thoát-260,000|Gà Rang Gừng-210,000|combo gà quay-290,000|mẹt gà 9 món-495,000|mẹt gà 5 món-330,000|gà quay thảo mộc-210,000|gà hấp-210,000"
Bếp Nhà 1986 - Đặng Văn Ngữ,45.000đ - 500.000đ,3.1                        ,Quán ăn,"106D1 Đặng Văn Ngữ, P. Trung Tự, Quận Đống Đa, Hà Nội",4,"Hải sản, Món nước, Cơm", 09:30 - 23:59,0,0,1,"Tuộc bóp cóc-170,000|Gỏi thái-280,000|Gỏi thái-380,000|2 Chim quay-80,000|Miến xào hải sản-90,000|Xôi tim trứng cháy tỏi nhỏ-70,000|Xôi tim trứng cháy tỏi-70,000|Gà tần tim trứng-140,000|Gà tần kê tim trứng-180,000|Gà quay-180,000"
"Tuyến Ốc - Khoai, Ốc & Cút Lộn Xào Me",50.000đ - 150.000đ,7.7                        ,Quán ăn,"3 Ngõ 126 Hào Nam, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",10,"Bún, Hải sản, Miến, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 21:00,0,0,0,"Ngao Xào Bơ Tỏi-78,000|Ngao Hấp Xả Mắm-58,000|Bánh mỳ -6,000|Ngao Xào Me-78,000|Ngao Nướng-78,000|Ốc Móng Tay Xào Bơ Tỏi-114,000|Ốc Móng Tay Xào Me Dừa-114,000|Ốc Móng Tay Nướng Mỡ Hành-114,000|Ốc Móng Tay Hấp Mắm-114,000|Mực Xào Me-125,000"
Isushi Triệu Việt Vương - Nhà Hàng Buffet Nhật Bản,50.000đ - 220.000đ,8.4                        ,Buffet,"158 Triệu Việt Vương, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",131,Sushi & Sashimi, 10:00 - 21:30,0,0,0,"Sushi mix Hachi (2-3 người)-270,000|Sushi mix Roku (2-3 người)-497,000|Sushi mix Nana (2-3 người)-389,000|Sushi mix Kyuu (2-3 người)-238,000|Sushi Mix Juu (3-4 người)-1,059,000|Set mix Juuni (2-3 người)-1,059,000|Set mix Juuyon (3-4 người)-1,599,000|Set mix Juusan (3-4 người)-1,599,000|Set mix Juuichi (2-3 người)-1,188,000|Set mix Juugo (3-4 người)-1,502,000"
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Hai Bà Trưng,50.000đ - 400.000đ,7.3                        ,Tiệm bánh,"1A Hai Bà Trưng, P. Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",70,"Hamburger, Bánh sinh nhật/Bánh kem, Bánh - Kẹo, Thức uống, Fastfood - Thức ăn nhanh", 07:30 - 21:30,1,0,1,"SD18 - Hồng trà hoa hồng đào-180,000|SD36 - Trà Olong Đài Loan-180,000|SD16 - Trà xanh nhài hồng quế-180,000|SD12 - Trà Bạc hà nhài-180,000|SD34 - Trà xanh nhài-180,000|SD17 - Hồng trà Srilanka-180,000|D03 - Coffee Latte (Hot 360cc/Ice 500cc)-65,000|D04 - Cappuccino (Hot 360cc/Ice 500cc)-65,000|D05 - Caramel Machiato - Must try (Hot 360cc/Ice 500cc)-75,000|D02 - Americano (Hot 500cc/Ice 700cc)-49,000"
Thanh Vân - Bánh Cuốn & Bún Thang,15.000đ - 28.000đ,6.4                        ,Quán ăn,"12 - 14 Hàng Gà, Quận Hoàn Kiếm, Hà Nội",93,"Bánh cuốn, Ăn vặt - Ăn nhẹ", 17:00 - 22:00 | 06:30 - 14:00,0,0,0,"Bánh Cuốn Nhân Thịt Lợn-45,000|Chả Quế-6,000|Trứng Gà-12,000|Chả Cốm-12,000|Bánh Cuốn Nhân Tôm Tươi-65,000|Lạp Xưởng-12,000|Giò Lụa-12,000|Bánh Cuốn Nhân Thịt Gà-50,000|Bún thang-55,000|Tinh Dầu Cà Cuống-5,000"
Khoai Bao - Khoai Lang Nướng Mật Đà Lạt - Ven Hồ Hạ Đình,45.000đ - 70.000đ,6.5                        ,Ăn vặt/vỉa hè,"9 Ven Hồ Hạ Đình, P. Hạ Đình, Quận Thanh Xuân, Hà Nội",53,"Bánh mì, Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 08:00 - 21:00,0,0,0,"Khoai Nướng-75,000|Khoai Sống Héo-50,000|Khoai Lang Mật Ủ Lạnh-75,000|Ngô Giòn Sóc Mắm Cay-65,000|Khoai Lang Tẩm Mật Ong-60,000|Cơm Cháy Siêu Ruốc Sài Gòn-132,000|Nem Chua Lá Ổi-50,000|Sữa Chua Lùn-65,000|Thịt Chua Phú Thọ-65,000|Bánh Mỳ Que Hải Phòng-55,000"
Nhân Sushi Hà Nội - Ẩm Thực Nhật Bản - Nguyễn Thị Định,900.000đ - 4.000.000đ,8.4                        ,Nhà hàng,"B35 Trung Hòa Nhân Chính, Nguyễn Thị Định, Quận Thanh Xuân, Hà Nội",7,Sushi & Sashimi, 11:00 - 14:00 | 18:00 - 22:00,1,0,1,
Bún Miến Ngan Lý Còi - Nguyễn Quý Đức,25.000đ - 30.000đ,6.3                        ,"Ăn vặt/vỉa hè, Quán ăn","Nguyễn Quý Đức, Quận Thanh Xuân, Hà Nội",3,"Bún, Món nước, Miến", 16:00 - 23:00,0,0,0,
Cơm Sườn Đào Duy Từ - Giảng Võ,30.000đ - 70.000đ,6.8                        ,Quán ăn,"325 Giảng Võ, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",94,"Cơm văn phòng, Cơm", 10:00 - 21:00,0,0,0,"Cơm Đảo Sườn+ Coca-80,000|Cơm Trắng Sườn + Coca-80,000|Cơm đảo sườn xá xíu trứng ốp+ coca-120,000|Cơm Đảo Xá Xíu + Coca-80,000|Cơm Đảo Sườn-70,000|Cơm Sườn-70,000|Cơm Đảo Gà-70,000|Cơm Đảo Xá Xíu-70,000|Cơm Đảo Sườn Trứng Ốp-80,000|Cơm Cá Kho-70,000"
Mr. Cây - Bánh Mì Thịt Xiên,10.000đ - 50.000đ,8.0                        ,Ăn vặt/vỉa hè,"Cuối Ngõ 199 Trần Quốc Hoàn (Bên Tay Trái), P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",6,"Bánh mì, Ăn vặt - Ăn nhẹ, Nem, Xúc xích", 06:00 - 22:00,0,0,0,"Bánh Mì Thịt Nướng-20,000|Bánh Mì Gà Sôt Nấm-20,000|Bánh Mì Gà Xiên-20,000|Bánh Mì Thịt Nướng-20,000|Bánh Mì Thập Cẩm-22,000|Bánh Mì Trứng Xúc Xích-20,000|Bánh Mì Gà Sôt Nấm-20,000|Bánh Mì Xá Xíu-16,000|Bánh Mì Xúc Xích-15,000|Bánh Mì Gà Xiên-20,000"
Bánh Mì Thịt Xiên 93,7.000đ - 20.000đ,7.3                        ,Ăn vặt/vỉa hè,"93 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",24,"Bánh mì, Lẩu, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 07:00 - 19:00,0,0,0,"Thịt Xiên Nướng-10,000|Bánh Mỳ Bơ Mật Ong-10,000|Bánh Mỳ 2 Xiên-23,000|Súp Gà-15,000|Bánh mì 3 xiên-33,000|Bánh Mỳ 1 Xiên-13,000|Bánh mì không-4,000|Nem Nướng-12,000|Bánh tráng nướng-22,000|Bánh mì 2 nem-27,000"
Bún Ngan - Nguyễn Ngọc Vũ,25.000đ - 35.000đ,6.2                        ,"Ăn vặt/vỉa hè, Quán ăn","Ngõ 139 Nguyễn Ngọc Vũ, Quận Cầu Giấy, Hà Nội",2,Món nước, 14:00 - 23:30,0,0,0,
Cô Lý - Bún & Miến Ngan,30.000đ - 80.000đ,6.8                        ,Quán ăn,"128 Âu Cơ, P. Tứ Liên, Quận Tây Hồ, Hà Nội",1,"Phở, Bún, Món nước, Cháo, Miến", 14:00 - 23:59,0,0,0,"Bún Ngan-40,000|Bún Ngan Trộn-50,000|Bún Ngan Đùi-40,000|Miến Ngan Đùi-50,000|Miến Ngan-40,000|Phở Ngan-35,000|Cháo Ngan-40,000|Phở Ngan Đùi-40,000"
Bánh Mì Mr Xoay - Hàm Long,20.000đ - 45.000đ,6.9                        ,Ăn vặt/vỉa hè,"28 Hàm Long, Quận Hoàn Kiếm, Hà Nội",151,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 08:00 - 21:30,0,0,0,"Bánh Trứng Gà Non Truyền Thống-20,000|Bánh Trứng Gà Non nhân Phô Mai-30,000|Bánh TGN vị Trà xanh-25,000|Bánh TGN vị Socola-25,000|Bánh Trứng Gà Non nhân Nho-25,000|Bánh Trứng Gà Non nhân Oreo-30,000|Bánh Trứng Gà Non nhân Dừa-25,000|Bánh Trứng Gà Non nhân Chuối-25,000|Bánh TGN nhân Bò Khô-30,000|Bánh TGN nhân Trứng muối-35,000"
Quán Ken - Lẩu Thái Tom Yum,80.000đ - 200.000đ,8.6                        ,Quán ăn,"176 Quán Thánh, Quận Ba Đình, Hà Nội",1,Lẩu, 18:00 - 23:00,0,0,0,
Miến Lươn Đồng - Thái Hà,20.000đ - 55.000đ,6.7                        ,Quán ăn,"42 Thái Hà, Quận Đống Đa, Hà Nội",85,Miến, 06:30 - 21:30,0,0,0,"Miến trộn lươn giòn-75,000|Miến trộn lươn lẫn-75,000|Miến trộn mềm-75,000|Miến nước lươn mềm-68,000|Miến nước lươn giòn-68,000|Miến nước lươn lẫn-68,000|Cháo lươn mềm-70,000|Cháo lươn lẫn-70,000|Cháo lươn giòn -70,000|Miến xào lươn giòn-80,000"
Bún Ốc Cô Huệ - Nguyễn Siêu,20.000đ - 50.000đ,7.2                        ,Quán ăn,"43 Nguyễn Siêu, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",54,"Bún, Món nước", 06:30 - 14:00,0,0,0,
Cô Quỳnh - Lẩu & Nướng,30.000đ - 150.000đ,8.3                        ,Quán ăn,"20b Gầm Cầu, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",74,"Bánh mì, Thịt Ếch, Lẩu, Bánh - Kẹo, Xúc xích, Fastfood - Thức ăn nhanh", 22:00 - 23:59,0,0,0,"Combo  Đồ Nướng-120,000|Nầm Nướng-120,000|Bò Nướng-120,000|Ba Chỉ Nướng-120,000|Combo đồ nướng-120,000|Combo 2 người-350,000|Combo 3 người-440,000|Combo 4 nguoi-600,000|Bánh Mỳ Nướng-12,000|Bánh Mỳ Thường-6,000"
Beard Papa's - Nguyễn Du,20.000đ - 100.000đ,7.0                        ,Tiệm bánh,"76 Nguyễn Du, P. Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",12,"Bánh Su/Chour, Bánh - Kẹo", 09:00 - 21:00,0,0,0,"Choux Vanila-39,000|Mini set Vanilla-56,000|Kaze kaze chocolate-52,000|Choux Chocolate-45,000|Paris brest Vanilla-45,000|Kaze kaze Vanilla-52,000|Choux Mint Cookies-45,000|Mini set Chocolate-56,000|Mini set Mint Cookies-56,000|Éclair Vanilla-45,000"
Quẩy Nóng & Khoai Tây Lốc Xoáy - Hàng Đậu,5.000đ - 50.000đ,7.1                        ,Ăn vặt/vỉa hè,"1 Hàng Đậu, Quận Hoàn Kiếm, Hà Nội",3,Ăn vặt - Ăn nhẹ, 14:00 - 21:00,0,0,0,
"Hà - Mía Trân Châu, Sinh Tố & Nước Ép",10.000đ - 50.000đ,8.9                        ,Café/Dessert,"84 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",2,"Sinh tố - Nước ép, Thức uống", 09:00 - 23:00,0,0,0,"Kem Bơ Đà Lạt-40,000|Sữa Chua Thạch Lá Nếp Trân Châu-40,000|Hoa quả dầm kem-40,000|TRÀ SỮA KEM VIÊN trân châu trắng size L-40,000|HOA QUẢ DẦM SỮA CHUA DẺO-40,000|SỮA CHUA DẺO TRÀ XANH-40,000|SỮA CHUA DẺO TRÂN CHÂU NHA ĐAM CỐT DỪA-40,000|SỮA CHUA DẺO DỪA TƯƠI-35,000|KEM XÔI ĐẶC BIỆT-40,000|SỮA CHUA MÍT TRÂN CHÂU LÁ DỨA-40,000"
Bún Đậu Phất Lộc - 134A Giảng Võ,35.000đ - 50.000đ,1.0                        ,Quán ăn,"Tầng 2, 134A Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội",1,Đặc sản vùng, 07:00 - 20:45,0,0,0,"1 Bún Giả Cầy + 1 Tào Phớ Thập Cẩm-77,000|1 Bún Đậu Đầy Đủ + 1 Trà Quất-67,000|1 Bún Giả Cầy + 1 Trà Chanh-70,000|1 Bún Bò Huế Đầy Đủ + 1 Trà Chanh-78,000|1 Bún Bò Huế Đầy Đủ + 1 Tào Phớ Thập Cẩm-85,000|Bún Đậu Đầy Đủ-57,000|Bún Giả Cầy-59,000|Khoanh Giò Thêm-22,000|Giò Tai Thêm-22,000|Bò Viên Thêm-22,000"
Oregano Deli - Nhà Hàng Cây Kinh Giới,50.000đ - 165.000đ,7.5                        ,Nhà hàng,"637A Kim Mã, Quận Ba Đình, Hà Nội",9,"Thịt Bò, Pizza & Pasta, Ăn vặt - Ăn nhẹ, Cá/bò viên", 08:00 - 22:30,1,0,1,"Mỳ Sợi Nhỏ Sốt Bò Băm-85,000|Mỳ Sợi Nhỏ Với Thịt Hun Khói Sốt Kem-105,000|Mý Ý bỏ lò nhân thịt-120,000|Mỳ Sợi Nhỏ Với Gà Nấm Sốt Kem-100,000|Mỳ Nơ Xúc Xích Sốt Kem Cà Chua-90,000|Mỳ Nơ Sò Điệp Sốt Húng Tây-125,000|Mỳ Sợi Nhỏ Với Thịt Hun Khói Sốt Cà Chua-90,000|Mỳ Sợi Nhỏ Với Thịt Bò Nướng Sốt Kem Mù Tạt-125,000|Mỳ Ống Sốt Cà Chua Và Ớt Ngọt-80,000|Mỳ Ống Cá Hồi-145,000"
Mirai - Sushi & Sake,100.000đ - 500.000đ,7.7                        ,Nhà hàng,"35 Tràng Thi, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",27,"Bún, Mì, Lẩu, Sushi & Sashimi, Cơm, Thức uống", 10:00 - 23:30,1,0,1,"Trứng Cuộn Kiểu Nhật (Món Ăn Thêm)-10,800|Mì Udon Ba Chỉ Bò Mỹ (Mì Nước VP)-48,600|Cơm Gạo ST25 Chả Gà Áp Chảo Sốt Nhật Cùng Canh Rong Biển/Canh…-48,600|Cơm Gạo ST25 Thịt Lợn Kho Củ Cải Kiểu Nhật Cùng Canh Rong…-59,400|Đậu Phụ Chiên Kiểu Nhật (Món Ăn Thêm)-64,800|Cơm gạo Nhật cá salma chiên sốt Teriyaki cùng canh rong biển/canh…-59,400|Cơm gạo Nhật cá kho củ sen sốt Nhật cùng canh rong biển/canh nấm-59,400|Cơm Lươn Nhật-270,000|Cơm Rang Trứng Cua-102,600|2 Cơm Rang Cá Hồi Tặng 1 Cơm Rang Trứng Cua-205,200"
Vuvuzela Beer Club - Thái Hà,150.000đ - 500.000đ,9.8                        ,Nhà hàng,"1 Thái Hà, P. Trung Liệt, Quận Đống Đa, Hà Nội",21,"Sinh tố - Nước ép, Thức uống, Bia", 10:30 - 23:00,1,0,1,"SALAD ROCKET-95,000|CEASAR SALAD-95,000|SALAD RAU XANH TỔNG HỢP-70,000|SALAD NGA-70,000|NEM CÁ VUVUZELA-135,000|PHOMAI DÂY NGA-100,000|BÒ 1 NẮNG-160,000|BẮP BÒ MUỐI-120,000|LƯỠI HEO XÔNG KHÓI-120,000|BÁNH MỲ BƠ ĐƯỜNG-75,000"
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Huỳnh Thúc Kháng,290.000đ - 407.000đ,7.3                        ,"Nhà hàng, Buffet","15 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",153,"Bò nướng, Thịt Bò, Hải sản, Lẩu", 10:00 - 22:00,1,0,1,
Hải Yến - Bánh Xèo Nem Lụi,45.000đ - 50.000đ,1.5                        ,Quán ăn,"75 Đại Cồ Việt, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",2,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh xèo, Nem, Bánh tằm", 11:00 - 22:30,0,0,0,"Bánh Xèo 3 Cái-57,000|Nem Lụi 5 Cái-50,000|Bánh Tôm 3 Cái-57,000|Bánh Bột Lọc 10 Cái-60,000"
Mango Life - Nguyễn Hữu Huân,20.000đ - 100.000đ,9.2                        ,Café/Dessert,"93 Nguyễn Hữu Huân, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",3,Sinh tố - Nước ép, 08:00 - 23:00,0,0,1,"Mango Taste-39,000|Coco Tropical-39,000|Mango Ice-cream-52,000|Mango Avocado-52,000|Mango Frozen-39,000|Mango Yogurt-52,000|Coco Ice-cream-52,000|Avocado Coconut-52,000|Mango Tea Cream Cheese-45,000|Mango Cereals-52,000"
Ktop - Korean Hot Pot - BigC Thăng Long,139.000đ - 239.000đ,9.7                        ,Quán ăn,"Tầng 1, TTTM BigC Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",6,Lẩu, 11:00 - 21:30,0,0,1,
Rainbow - Ẩm Thực Á Âu,60.000đ - 165.000đ,7.4                        ,Nhà hàng,"37 Hàng Hành, Quận Hoàn Kiếm, Hà Nội",7,Món chay, 09:00 - 22:00,1,0,1,
Quán Ăn Nhà Tun Béo - Cơm Văn Phòng & Đồ Ăn Vặt - KĐT Linh Đàm,20.000đ - 100.000đ,1.0                        ,"Café/Dessert, Quán ăn","HH1C KĐT Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",1,"Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Cá/bò viên", 09:30 - 23:00,0,0,0,"Giò me nghệ an-180,000|Mì ý bò băm-50,000|Xôi chiên nhân thịt-60,000|Nem chua rán-50,000|Chân gà xương ngâm xả tắc-65,000|Kim chi Hàn Quốc-90,000|Chân gà ngâm xả tắc-90,000|Nem nắm bắc ninh-30,000|Mì tôm xào cải bò-50,000|Nem chua cối thanh hoá-44,000"
Aha Cafe - Cửa Đông,25.000đ - 45.000đ,7.3                        ,Café/Dessert,"1 Cửa Đông, Quận Hoàn Kiếm, Hà Nội",2,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Sữa", 07:30 - 22:00,0,0,1,"Cà Phê Sữa-33,000|Bạc Xỉu-38,000|Cà Phê Cốt Dừa Đá-45,000|Cà Phê Đen-30,000|Cà Phê Kem AHA-65,000|Trà Đào Cam Sả-55,000|Trà Hoa Quả Nhiệt Đới-43,000|Trà Sen Aha-43,000|Trà Vải Aha-43,000|Hồng Trà-30,000"
