name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu,time1,time2,start_time1,end_time1,start_time2,end_time2
Bánh Mì Bít Tết - Đền Lừ 2,20000 - 50000,6.9,Quán ăn,"31 Lô 5 Đền Lừ 2, Quận Hoàng Mai, Hà Nội",10,"Bánh mì, Thịt Bò, Beefsteak - Bò né, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Xúc xích, Fastfood - Thức ăn nhanh", 17:00 - 22:30,0,0,0,bánh mì thịt bò bEfsteak bò né bánh kẹo ăn vặt ăn nhẹ xúc xích fastfOd thức ăn nhanh bánh mì bít tết có hộp nhôm giữ nhiệt bánh mì pate rán trứng ốp la xúc xích khoai chiên bánh mỳ chảo xúc xích pate bánh mỳ chảo pate trứng ốp bánh mỳ chảo xúc xích pate trứng bánh mỳ chảo xúc xích trứng ốp,20000,50000,35000.0,"Bánh Mì Bít Tết ( Có hộp nhôm giữ nhiệt )-92,000|Bánh Mì-8,000|Pate Rán-15,000|Trứng Ốp La-15,000|Xúc Xích-20,000|Khoai Chiên-40,000|Bánh mỳ Chảo 3 (  Xúc xích, Pate )-58,000|Bánh mỳ Chảo 4 ( Pate, Trứng ốp )-53,000|Bánh mỳ Chảo 1 ( Xúc xích, Pate, Trứng )-78,000|Bánh mỳ Chảo 2 ( Xúc xích, Trứng ốp )-58,000", 17:00 - 22:30,,17:00:00,22:30:00,17:00:00,
Chè Sầu Liên - 79 Trần Quốc Hoàn,15000 - 30000,6.3,Café/Dessert,"79 Trần Quốc Hoàn, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",37,"Chè, Café - Kem, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,0,0,1,chè café kem ăn vặt ăn nhẹ chè bưởi bắc chè bưởi an giang chè thái không sầu riêng chè thái sầu riêng chè thái thập cẩm bắc sữa chua mít chè khoai dẻo caramen thập cẩm chè khúc bạch đà nẵng rau câu phomai sâm dứa,15000,30000,22500.0,"Chè   Bưởi Bắc-35,000|Chè Bưởi An Giang-40,000|Chè thái Không sầu riêng-30,000|Chè Thái Sầu Riêng-35,000|Chè Thái Thập Cẩm Bắc-30,000|Sữa chua mít-30,000|Chè Khoai Dẻo-35,000|Caramen thập cẩm-35,000|Chè Khúc Bạch Đà Nẵng-35,000|Rau câu phomai sâm dứa-30,000", 10:00 - 22:00,,10:00:00,22:00:00,10:00:00,
Tanka Quán - Chân Gà & Cánh Gà Nướng - Đê La Thành,10000 - 50000,8.0,Ăn vặt/vỉa hè,"683 Đê La Thành, P. Thành Công, Quận Ba Đình, Hà Nội",30,"Thịt Gà, Bánh mì, Lẩu, Chân cánh gà nướng, Ăn vặt - Ăn nhẹ, Nem", 18:00 - 23:59,0,0,0,thịt gà bánh mì lẩu chân cánh gà nướng ăn vặt ăn nhẹ nem combo cánh gà nướng bánh mì nướng mật ong coca cola combo dồi sụn nướng coca cola coca cola combo thịt xiên nướng coca cola combo cánh gà nướng bánh mì nướng coca cola coca cola combo bánh mì nướng dồi sụn coca cola chỉ đ combo cánh gà nướng bánh mì nướng mật ong coca cola combo dồi sụn nướng coca cola,10000,50000,30000.0,"Combo 1 Cánh Gà Nướng + 2 Bánh Mì Nướng Mật Ong + Coca-Cola-50,000|Combo 03 Dồi Sụn Nướng + Coca-Cola-40,000|Coca-Cola-13,500|Combo 6 Thịt Xiên Nướng + 02 Coca-Cola-89,000|Combo  2 Cánh Gà Nướng + 2 Bánh Mì Nướng + 02 Coca-Cola-89,000|2 Coca-Cola-27,000|Combo 1 Bánh Mì Nướng + 1 Dồi Sụn-12,000|Coca-Cola chỉ 1Đ-15,000|Combo 1 Cánh Gà Nướng + 2 Bánh Mì Nướng Mật Ong + Coca-Cola-50,000|Combo 03 Dồi Sụn Nướng + Coca-Cola-40,000", 18:00 - 23:59,,18:00:00,23:59:00,18:00:00,
Trà Sữa Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Láng Hạ,29000 - 66000,6.8,Café/Dessert,"64 Láng Hạ, P. Láng Hạ, Quận Đống Đa, Hà Nội",20,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 22:30,1,0,1,trà trà chanh sinh tố nước ép thức uống trà sữa sữa combo k lilac tiger l lilac tiger m hổ xanh kiwi l hổ vàng hạt chia l hổ sâm bí đao l đường nâu trân châu sữa l đường nâu trân châu sữa m đường nâu matcha sữa l đường nâu matcha sữa m,29000,66000,47500.0,"Combo 88K-88,000|LILAC TIGER (L)-36,850|LILAC TIGER (M)-31,350|Hổ Xanh Kiwi (L)-22,550|Hổ Vàng Hạt Chia (L)-22,550|Hổ Sâm Bí Đao (L)-22,550|Đường Nâu Trân Châu Sữa (L)-33,550|Đường Nâu Trân Châu Sữa (M)-28,050|Đường Nâu Matcha Sữa (L)-35,200|Đường Nâu Matcha Sữa (M)-29,700", 09:00 - 22:30,,09:00:00,22:30:00,09:00:00,
Gà Da Đen,35000 - 190000,4.7,Quán ăn,"47 Lò Đúc, P. Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",4,"Thịt Gà, Bún, Mì, Gà xối mỡ, Salad, Ăn vặt - Ăn nhẹ, Cơm, Nem", 08:00 - 23:00,1,0,1,thịt gà bún mì gà xối mỡ salad ăn vặt ăn nhẹ cơm nem gà rang muối gà chiên mắm chân gà rang muối chân gà chiên mắm rau trộn dưa chuột xoài xanh rau muống dưa chuột dứa,35000,190000,112500.0,"Gà rang muối-190,000|Gà chiên mắm-190,000|Chân gà rang muối-100,000|Chân gà chiên mắm-100,000|Rau trộn-70,000|Dưa chuột-50,000|Xoài xanh rau muống-90,000|Dưa chuột dứa-50,000", 08:00 - 23:00,,08:00:00,23:00:00,08:00:00,
Fresh Garden Bakery - Hàng Cót,20000 - 250000,7.6,Tiệm bánh,"16 Hàng Cót, P. Hàng Mã, Quận Hoàn Kiếm, Hà Nội",7,"Bánh sinh nhật/Bánh kem, Donut, Cupcake, Đậu hũ, Bánh mì, Pizza & Pasta, Fastfood - Thức ăn nhanh", 00:00 - 23:59 | 07:00 - 21:00,1,0,0,bánh sinh nhật bánh kem donut cupcake đậu hũ bánh mì piZa pasta fastfOd thức ăn nhanh piZa bò bulgogi g piZa xúc xích tươi g piZa gà teriyaki g piZa hải sản g piZa dăm bông dứa hải sản g piZa phô mai hảo hạng g bánh mì bagueTe bánh croiSant bánh danish nho bánh danish táo,20000,250000,135000.0,"Pizza bò Bulgogi 220g-89,000|Pizza xúc xích tươi 220g-89,000|Pizza gà Teriyaki 220g-79,000|Pizza hải sản 120g-69,000|Pizza dăm bông dứa & hải sản 240g-109,000|Pizza phô mai hảo hạng 220g-109,000|Bánh mì baguette-10,000|Bánh croissant-15,000|Bánh danish nho-19,000|Bánh danish táo-19,000", 00:00 - 23:59 , 07:00 - 21:00,00:00:00,23:59:00,00:00:00,21:00:00
"Quán Tía Tô - Bún, Cháo Lòng & Cơm Các Loại",5000 - 45000,10.0,Shop Online,"Số 37 Ngõ 2 Kiều Mai, P. Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",5,"Bún, Hải sản, Cháo, Nghêu - Sò - Ốc ", 06:00 - 23:30,0,0,0,bún hải sản cháo nghêu sò ốc bún riêu thập cẩm bún chả lớn bún đậu mắm tôm đầy đủ bún chả nhỏ bún ốc lẫn bún riêu đậu chả nướng bún riêu đậu bò bún ốc lẫn thập cẩm bún cá rô bún riêu đậu giò sườn sụn,5000,45000,25000.0,"Bún Riêu Thập Cẩm-45,000|Bún Chả lớn-44,000|Bún Đậu Mắm Tôm Đầy Đủ-42,000|Bún Chả nhỏ-37,000|Bún Ốc Lẫn-40,000|Bún Riêu Đậu Chả Nướng-40,000|Bún Riêu Đậu Bò-45,000|Bún Ốc lẫn thập cẩm-55,000|Bún Cá Rô -45,000|Bún Riêu Đậu Giò Sườn Sụn-45,000", 06:00 - 23:30,,06:00:00,23:30:00,06:00:00,
Thắng Còi - Trâu Giật Tây Bắc,100000 - 300000,7.1,Quán ăn,"193 Cầu Diễn, P. Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",5,"Bún, Mì, Thịt Trâu, Salad, Đặc sản vùng", 09:00 - 23:00,0,0,0,bún mì thịt trâu salad đặc sản vùng gà hấp lá chanh nửa con gà quay tây bắc nửa con gà hấp lá chanh một con gà rang muối nửa con gà rang muối một con gà quay tây bắc một con gà rang chiên mắm nửa con gà rang chiên mắm một con canh cua mồng tơi ba chỉ rang cháy cạnh,100000,300000,200000.0,"Gà Hấp Lá Chanh (Nửa Con)-160,000|Gà Quay Tây Bắc (Nửa Con)-160,000|Gà Hấp Lá Chanh (Một Con)-300,000|Gà Rang Muối (Nửa Con)-160,000|Gà Rang Muối (Một Con)-300,000|Gà Quay Tây Bắc (Một Con)-300,000|Gà Rang Chiên Mắm (Nửa Con)-160,000|Gà Rang Chiên Mắm (Một Con)-300,000|Canh Cua Mồng Tơi-40,000|Ba Chỉ Rang cháy Cạnh-110,000", 09:00 - 23:00,,09:00:00,23:00:00,09:00:00,
Bánh Ngọt Bùi Công Trung - Nguyễn Trung Trực,40000 - 110000,7.4,Tiệm bánh,"4 Nguyễn Trung Trực, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",13,Bánh - Kẹo, 08:00 - 22:00,0,0,0,bánh kẹo bánh ngàn lớp táo nướng bánh kẹp kem táo hạnh nhân bánh nho cuộn xốp phomat bánh xốp bánh lá cọ táo thụy sĩ táo băng,40000,110000,75000.0,"Bánh Ngàn Lớp-10,000|Táo Nướng-7,000|Bánh Kẹp Kem-3,500|Táo Hạnh Nhân-8,000|Bánh Nho Cuộn-12,000|Xốp Phomat-12,000|Bánh Xốp-5,000|Bánh Lá Cọ-6,000|Táo Thụy Sĩ-12,000|Táo Băng-7,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Ngọc Thạch Quán - Sữa Chua & Caramen - Nguyễn Thái Học,10000 - 25000,8.8,"Café/Dessert, Quán ăn","28 Nguyễn Thái Học, Quận Ba Đình, Hà Nội",1,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ", 09:00 - 21:00,0,0,0,đậu hũ chè ăn vặt ăn nhẹ caramen nếp mít trân châu sữa chua nếp mít caramen chè sầu riêng đặc biệt sữa chua mít trân châu bánh caramen truyền thống chè dừa non lá nếp chè tàu hũ caramen chè khúc bạch ngọc thạch matcha trộn caramen matcha trân châu thạch caramen,10000,25000,17500.0,"Caramen nếp mít trân châu-23,000|Sữa chua nếp mít caramen-26,000|Chè sầu riêng đặc biệt-32,000|Sữa Chua Mít Trân Châu-21,000|Bánh caramen truyền thống-8,000|Chè dừa non lá nếp-24,000|Chè tàu hũ caramen-30,000|Chè khúc bạch Ngọc Thạch-29,000|Matcha trộn caramen matcha-23,000|Trân châu thạch caramen-21,000", 09:00 - 21:00,,09:00:00,21:00:00,09:00:00,
"Quẩy Nóng, Bánh Gối - Nguyễn Lương Bằng",15000 - 50000,7.3,Ăn vặt/vỉa hè,"149 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",49,"Dimsum, Ăn vặt - Ăn nhẹ, Nem", 14:00 - 20:00,0,0,0,dimsum ăn vặt ăn nhẹ nem há cảo quẩy há cảo nộm bò khô quẩy quẩy há cảo sữa đậu nành coca lon,15000,50000,32500.0,"Há cảo-9,000|Quẩy-30,000|Há Cảo-90,000|Nộm Bò Khô-40,000|Quẩy-150,000|Quẩy-300,000|Há Cảo-450,000|Sữa Đậu Nành-15,000|Coca Lon-15,000", 14:00 - 20:00,,14:00:00,20:00:00,14:00:00,
Lan Béo - Bún Miến Ngan & Cháo Sườn Sụn,30000 - 50000,7.0,Quán ăn,"42 Nguyễn Công Trứ, Quận Hai Bà Trưng, Hà Nội",17,"Bún, Món nước, Miến", 06:00 - 14:00,0,0,0,bún món nước miến miến ngan trộn miến ngan đùi trộn bún ngan trộn bún ngan bún ngan đùi mọc bún ngan đùi trộn miến ngan bún ngan đùi miến ngan đùi mọc miến ngan đùi,30000,50000,40000.0,"Miến Ngan Trộn-40,000|Miến Ngan Đùi Trộn-45,000|Bún Ngan Trộn-40,000|Bún Ngan-35,000|Bún Ngan Đùi + Mọc-50,000|Bún Ngan Đùi Trộn-45,000|Miến Ngan-35,000|Bún Ngan Đùi-45,000|Miến Ngan Đùi + Mọc-45,000|Miến Ngan Đùi-45,000", 06:00 - 14:00,,06:00:00,14:00:00,06:00:00,
Bún Ốc Bà Thoa - Bún Ốc Gia Truyền - 19 Kim Mã Thượng,20000 - 50000,7.1,Quán ăn,"19 Kim Mã Thượng, Quận Ba Đình, Hà Nội",33,"Bún, Hải sản, Món nước, Nghêu - Sò - Ốc ", 06:30 - 14:00,0,0,0,bún hải sản món nước nghêu sò ốc bún ốc to bò giò bún ốc nhỏ giò bò bún ốc to ốc nhỏ bò giò bún ốc nhỏ bò bún ốc to bò bún bò giò bún ốc to giò bún ốc nhỏ giò bún bò bún ốc to ốc nhỏ giò,20000,50000,35000.0,"Bún ốc to + bò + giò-65,000|Bún ốc nhỏ + giò + bò-50,000|Bún ốc to + ốc nhỏ + bò + giò-65,000|Bún ốc nhỏ + bò-40,000|Bún ốc to + bò-60,000|Bún bò + giò-50,000|Bún ốc to + giò-60,000|Bún ốc nhỏ + giò-40,000|Bún bò -40,000|Bún ốc to + ốc nhỏ + giò-60,000", 06:30 - 14:00,,06:30:00,14:00:00,06:30:00,
"Nem Lụi, Thịt Heo & Chân Gà - Hoàng Đạo Thúy",5000 - 90000,6.4,Quán ăn,"N5D Hoàng Đạo Thúy, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",15,"Bánh tráng, Bánh - Kẹo, Gỏi, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 14:00 | 17:00 - 21:00,1,0,1,bánh tráng bánh kẹo gỏi ăn vặt ăn nhẹ nem set combo bánh tráng cuốn thịt heo nem lụi bánh tráng cuốn bắp heo mắm nêm bánh tráng cuốn nem lụi đặc biệt nem nướng nha trang cuốn nem nướng miền tây chấm sốt nha trang bánh tráng cuốn bắp heo cay ngọt nem nướng miền tây chấm cay ngọt đặc biệt trà quất tươi nước ép dứa tươi trà hoa quả,5000,90000,47500.0,"Set Combo Bánh Tráng Cuốn Thịt Heo - Nem Lụi-119,000|Bánh Tráng Cuốn Bắp Heo ( Mắm Nêm )-59,000|Bánh Tráng Cuốn Nem Lụi Đặc Biệt-99,000|Nem Nướng Nha Trang 8 cuốn-59,000|Nem Nướng Miền Tây Chấm Sốt Nha Trang-35,000|Bánh Tráng Cuốn Bắp Heo (Cay Ngọt)-59,000|Nem Nướng Miền Tây (Chấm Cay Ngọt Đặc Biệt)-35,000|Trà Quất Tươi-19,000|Nước Ép Dứa Tươi-19,000|Trà Hoa Quả-19,000", 10:00 - 14:00 , 17:00 - 21:00,10:00:00,14:00:00,10:00:00,21:00:00
Nem Lụi Huế - Ăn Là Like - Thụy Khuê,20000 - 60000,6.2,Quán ăn,"8 Ngõ 4 Thụy Khuê (Ngõ Xưởng Phim Tây Hồ), P. Thụy Khuê, Quận Tây Hồ, Hà Nội",109,"Gà rán, Bánh - Kẹo, Bánh bèo, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm, Cá/bò viên, Fastfood - Thức ăn nhanh", 11:00 - 22:00,0,0,0,gà rán bánh kẹo bánh bèo đặc sản vùng ăn vặt ăn nhẹ nem bánh tằm cá bò viên fastfOd thức ăn nhanh nem lụi huế bánh mì mật ong nem chua rán cơm cháy kho quẹt nem lụi bọc sả bánh lọc huế thịt xiên nướng chân gà rút xương ngâm sả ớt khoai lang kén phô mai que,20000,60000,40000.0,"Nem Lụi Huế-100,000|Bánh mì mật ong -30,000|Nem chua rán-80,000|Cơm Cháy Kho Quẹt-90,000|Nem Lụi Bọc Sả-60,000|Bánh lọc huế-40,000|Thịt xiên nướng-45,000|Chân Gà Rút Xương Ngâm Sả Ớt-70,000|Khoai lang kén-40,000|Phô mai que -40,000", 11:00 - 22:00,,11:00:00,22:00:00,11:00:00,
Bún Ốc Thúy,30000 - 55000,6.2,Quán ăn,"11 Ngõ Chợ Đồng Xuân, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",20,"Bún, Hải sản, Món nước, Nghêu - Sò - Ốc ", 08:00 - 22:00,0,0,0,bún hải sản món nước nghêu sò ốc bún ốc,30000,55000,42500.0,"Bún Ốc-50,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Gà Rán KFC - Nguyễn Trường Tộ,50000 - 110000,7.0,Nhà hàng,"34 Hàng Bún (Ngã tư Nguyễn Trường Tộ - Hàng Bún), Quận Ba Đình, Hà Nội",14,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,thịt gà gà rán hamburger ăn vặt ăn nhẹ thức uống nước ngọt fastfOd thức ăn nhanh combo kfc phát lộc combo kfc lộc phát gà rán miếng gà rán miếng gà rán miếng hot wings miếng gà quay miếng hot wings miếng cơm phi lê gà quay burger zinger,50000,110000,80000.0,"Combo KFC Phát Lộc-86,000|Combo KFC Lộc Phát-168,000|Gà Rán (3 Miếng)-103,000|Gà Rán (2 Miếng)-69,000|Gà Rán (1 Miếng)-36,000|Hot Wings (5 Miếng)-76,000|Gà Quay (1 Miếng)-68,000|Hot Wings (3 Miếng)-49,000|Cơm Phi-Lê Gà Quay-43,000|Burger Zinger-51,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Lotteria - Hàng Than,30000 - 77000,6.5,Nhà hàng,"Tầng 1, 23 Hàng Than, Quận Ba Đình, Hà Nội",26,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 07:30 - 22:30,1,0,1,thịt gà gà rán hamburger ăn vặt ăn nhẹ cơm thức uống nước ngọt fastfOd thức ăn nhanh burger gà thượng hạng cơm gà nướng combo burger gà thượng hạng gà nướng value burger gà thượng hạng combo sum vầy combo sum vầy combo sum vầy gà tuyết vàng phần gà tuyết vàng miếng,30000,77000,53500.0,"Burger Gà Thượng Hạng-35,000|Cơm Gà Nướng-35,000|Combo Burger Gà Thượng Hạng-55,000|Gà Nướng-30,000|Value Burger Gà Thượng Hạng-65,000|Combo Sum Vầy 1-139,000|Combo Sum Vầy 2-179,000|Combo Sum Vầy 3-239,000|Gà Tuyết Vàng Phần-95,000|Gà Tuyết Vàng 1 Miếng-39,000", 07:30 - 22:30,,07:30:00,22:30:00,07:30:00,
Mạnh Thắng - Phở Bò - Hồ Tùng Mậu,30000 - 35000,2.2,Quán ăn,"52 Hồ Tùng Mậu, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",1,"Phở, Bún, Thịt Bò, Món nước, Cơm", 04:00 - 23:00,0,0,0,phở bún thịt bò món nước cơm cơm rang dưa bò cơm rang cải bò phở xào bún chả phở chín phở tái chín phở tái gầu phở tái mì xào phở đặc biệt,30000,35000,32500.0,"Cơm Rang Dưa Bò-45,000|Cơm Rang Cải Bò-35,000|Phở Xào-40,000|Bún Chả-30,000|Phở Chín-40,000|Phở Tái Chín-40,000|Phở Tái Gầu-45,000|Phở Tái-40,000|Mì Xào-45,000|Phở Đặc Biệt-70,000", 04:00 - 23:00,,04:00:00,23:00:00,04:00:00,
Gà Tần Ngon Ngon - Shop Online,50000 - 100000,6.2,Shop Online,"354 Tây Sơn, P. Thịnh Quang, Quận Đống Đa, Hà Nội",5,"Thịt Gà, Gà ác/gà hầm, Cơm", 06:00 - 23:30,0,0,0,thịt gà gà ác gà hầm cơm gà tiềm ác gà đen nước ngọt nước khoáng,50000,100000,75000.0,"Gà Tiềm Ác ( Gà đen )-80,000|Nước Ngọt-15,000|Nước Khoáng-10,000", 06:00 - 23:30,,06:00:00,23:30:00,06:00:00,
Ngọc Thạch Quán - Sữa Chua & Caramen - Hồng Tiến,15000 - 50000,6.1,Ăn vặt/vỉa hè,"123 Hồng Tiến, P. Bồ Đề, Quận Long Biên, Hà Nội",7,"Chè, Ăn vặt - Ăn nhẹ", 09:00 - 18:00,0,0,0,chè ăn vặt ăn nhẹ rau câu lá nếp caramen bánh caramen truyền thống sữa chua mít trân châu rau câu sữa dừa caramen matcha trộn caramen matcha rau câu chanh leo caramen chè sầu riêng đặc biệt sữa chua nếp mít caramen chè tàu hũ caramen rau câu cafe caramen,15000,50000,32500.0,"Rau Câu Lá Nếp Caramen-23,000|Bánh Caramen Truyền Thống-8,000|Sữa Chua Mít Trân Châu-21,000|Rau Câu Sữa Dừa Caramen-23,000|Matcha Trộn Caramen Matcha-23,000|Rau Câu Chanh Leo Caramen-23,000|Chè sầu riêng đặc biệt-32,000|Sữa chua nếp mít caramen -26,000|Chè Tàu hũ caramen-30,000|Rau Câu Cafe Caramen-23,000", 09:00 - 18:00,,09:00:00,18:00:00,09:00:00,
Bún Ốc Sườn Cô Sáu,30000 - 35000,6.3,Quán ăn,"354 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",33,"Bún, Món nước, Ăn vặt - Ăn nhẹ, Nem", 06:30 - 14:00 | 16:45 - 21:00,0,0,0,bún món nước ăn vặt ăn nhẹ nem quẩy cái giò tai bún ốc nhỏ sườn bò bún ốc nhỏ bò bún ốc nhỏ bún bò bún ốc to sườn bún ốc to bò bún ốc lẫn bò bún ốc lẫn sườn,30000,35000,32500.0,"Quẩy 3 Cái-5,000|Giò tai-7,000|Bún Ốc Nhỏ Sườn Bò-50,000|Bún ốc nhỏ bò-40,000|Bún ốc nhỏ-30,000|Bún Bò-40,000|Bún Ốc To Sườn-50,000|Bún Ốc To Bò-45,000|Bún Ốc Lẫn Bò-45,000|Bún Ốc Lẫn Sườn-50,000", 06:30 - 14:00 , 16:45 - 21:00,06:30:00,14:00:00,06:30:00,21:00:00
Bánh Bao - Quán Thánh,10000 - 50000,6.6,Quán ăn,"146 Quán Thánh, Quận Ba Đình, Hà Nội",31,Ăn vặt - Ăn nhẹ, 06:00 - 11:00,0,0,0,ăn vặt ăn nhẹ bánh bao nhân thịt bánh bao không nhân sữa đậu nành cốc sữa đậu nành lít sữa đậu nành lít,10000,50000,30000.0,"Bánh Bao Nhân Thịt-24,000|Bánh Bao Không Nhân-10,000|Sữa Đậu Nành ( 1 Cốc)-11,000|Sữa Đậu Nành (1 lít)-36,000|Sữa đậu nành 0.5 lít -18,000", 06:00 - 11:00,,06:00:00,11:00:00,06:00:00,
Cine Cafe - Cafe Phim Chùa Láng,50000 - 100000,7.7,Café/Dessert,"61 Ngõ 82 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",9,"Café - Kem, Sinh tố - Nước ép", 08:00 - 23:00,1,0,1,café kem sinh tố nước ép nem chua rán khoai tây lắc phomai heo khô cháy tỏi khoai tây chiên combo ship đặc biệt piZa thịt dứa piZa hải sản piZa xúc xích piZa bò băm piZa giăm bông,50000,100000,75000.0,"Nem Chua Rán-35,000|Khoai Tây Lắc Phomai-30,000|Heo Khô Cháy Tỏi-50,000|Khoai Tây Chiên-25,000|COMBO SHIP 1 ĐẶC BIỆT-60,000|Pizza Thịt Dứa-75,000|Pizza Hải Sản-75,000|Pizza Xúc Xích-75,000|Pizza Bò Băm-75,000|Pizza Giăm Bông-75,000", 08:00 - 23:00,,08:00:00,23:00:00,08:00:00,
Trà Bí Đao Hạt Chia - Thụy Khuê,20000 - 20000,9.8,Café/Dessert,"Đường nội khu, tòa nhà Sun Grand City 69 Thụy Khuê, P. Thụy Khuê, Quận Tây Hồ, Hà Nội",5,"Trà chanh, Sinh tố - Nước ép, Thức uống", 09:00 - 22:00,0,0,0,trà chanh sinh tố nước ép thức uống trà bí đao hạt chia size m trà bí đao nha đam trà bí đao hạt chia fuL toPing trà bí đao hạt chia thạch sương sáo trà bí đao trân châu trà dưa lưới fuLtoPing trà dưa lưới trân châu trà dưa lưới thạch sương sáo,20000,20000,20000.0,"Trà Bí Đao Hạt Chia ( Size M )-16,000|Trà Bí Đao Nha Đam-19,500|Trà Bí Đao Hạt Chia Full Topping-19,500|Trà Bí Đao Hạt Chia Thạch Sương Sáo-19,500|Trà bí đao trân châu-19,500|Trà Dưa Lưới Fulltopping-23,000|Trà Dưa Lưới Trân Châu-19,500|Trà Dưa Lưới Thạch Sương Sáo-19,500", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Kimbap - Little Korean Homemade,90000 - 150000,7.7,Quán ăn,"22 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",18,"Bún, Mì, Miến, Ăn vặt - Ăn nhẹ, Cơm", 10:00 - 22:00,1,0,1,bún mì miến ăn vặt ăn nhẹ cơm bánh gạo xào cay teokboKi bánh gạo xào cay cùng mì teokboKi with nOdels teokboKi with chEse teokboKi phô mai teokBoKi with nOdles and chEse canh kim chi thịt ba chỉ thịt chiên giòn donkatsu pork canh kimchi ba chỉ bò thịt ba chỉ xào cay bul gogi set thịt bò xào thịt gà xào cay spicy chicken set,90000,150000,120000.0,"Bánh Gạo Xào Cay- Teokbokki-70,000|Bánh Gạo Xào Cay Cùng Mì- Teokbokki With Noodels-85,000|Teokbokki With Cheese- Teokbokki Phô Mai-95,000|Teokbbokki With Noodles And Cheese-105,000|Canh Kim Chi Thịt Ba Chỉ-100,000|Thịt Chiên Giòn- Donkatsu Pork-110,000|Canh kimchi ba chỉ bò-110,000|Thịt Ba Chỉ Xào Cay-120,000|Bul gogi set Thịt Bò Xào-120,000|Thịt Gà Xào Cay- Spicy Chicken Set-110,000", 10:00 - 22:00,,10:00:00,22:00:00,10:00:00,
Cơm Tay Cầm - Tràng Tiền,60000 - 100000,6.7,Quán ăn,"4 Ngõ Tràng Tiền, P. Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",2,"Cơm Tay Cầm, Bún, Lẩu, Miến, Cơm", 08:00 - 23:59,0,0,0,cơm tay cầm bún lẩu miến cơm cơm tay cầm gà cơm tay cầm bò cơm tay cầm xá xíu cơm tay cầm lợn xông khói bún bò huế đặc biệt bún bò giò heo cơm gà xối mỡ cơm gà hải nam cơm gà rang gừng cơm gà cuRy,60000,100000,80000.0,"Cơm Tay Cầm Gà-75,000|Cơm Tay Cầm Bò-85,000|Cơm Tay cầm xá xíu-80,000|Cơm Tay Cầm Lợn xông khói-75,000|BÚN BÒ HUẾ ĐẶC BIỆT-70,000|BÚN BÒ GIÒ HEO-60,000|Cơm Gà Xối Mỡ-80,000|Cơm Gà Hải Nam-80,000|Cơm Gà Rang Gừng-70,000|Cơm Gà Curry-85,000", 08:00 - 23:59,,08:00:00,23:59:00,08:00:00,
